# LIFE_ETHICS V4 targeted false-negative recovery (human semantic judgments on candidates found via existing metadata/keywords; keywords never decide)
# fields: short_id|R(RESTORE)/D(REMAIN_DROP)|target_area|philosophers(;)|evidence_profile|reuse_scope F/P/-|core_content|usable_content|rationale|review_reasons(;)|search_round(1=initial targeted,2=coverage-gap search)
2019_JUNE_Q14|R|JUSTICE|노직;롤스;마르크스;아리스토텔레스|JUS_CORE|F|분배적 정의관 비교: 노직 소유권리론, 롤스 공정으로서의 정의, 마르크스 필요에 따른 분배, 아리스토텔레스 비례적 분배|소유 권리·재분배·필요/능력/가치에 따른 분배·재능의 공동 자산 여부 질문|분배적 정의의 실질적 기준(업적·능력·필요, 2-02-01 해설)과 정의관 비교(2-02-02), 28예시 Q15·Q13 원천.|마르크스·아리스토텔레스·재산 소유 민주주의 세부 포함|1
2020_JUNE_Q15|R|JUSTICE|노직;롤스;마르크스;아리스토텔레스|JUS_CORE|F|분배적 정의관 비교: 노직 소유권리론, 롤스 공정으로서의 정의, 마르크스 필요에 따른 분배, 아리스토텔레스 비례적 분배|소유 권리·재분배·필요/능력/가치에 따른 분배·재능의 공동 자산 여부 질문|분배적 정의의 실질적 기준(업적·능력·필요, 2-02-01 해설)과 정의관 비교(2-02-02), 28예시 Q15·Q13 원천.|마르크스·아리스토텔레스·재산 소유 민주주의 세부 포함|1
2016_JUNE_Q05|R|JUSTICE|니부어;롤스|JUS_CORE|P|니부어(사회의 비도덕성, 강제력)와 롤스(원초적 입장·정의의 두 원칙) 사회 정의관 비교|원초적 입장에서 정의 원칙 선택 선지, 사회 정의 실현 방식|롤스 원초적 입장(28예시 Q15)과 사회 정의 실현 원천. 니부어 세부는 PARTIAL.|니부어 세부|1
2016_CSAT_Q09|R|JUSTICE|베버;마르크스|JUS_CAPITAL|P|자본주의 정신(베버 프로테스탄트 윤리)과 자본주의 비판(마르크스 소외·필요에 따른 분배)|자본주의의 형성과 특징에 관한 사상가 주장 선지|2-03-01 해설이 '자본주의의 역사적 전개와 특징을 사상가들의 주장을 통해' 다루도록 하고 28예시 Q17 해설도 사상가 주장 자료 탐구를 명시. 직업 윤리 세부는 PARTIAL.|자본주의 영역(정의 영역 키워드로 검색됨)|1
2019_JUNE_Q03|R|JUSTICE|베버;마르크스|JUS_CAPITAL|P|자본주의 정신(베버 프로테스탄트 윤리)과 자본주의 비판(마르크스 소외·필요에 따른 분배)|자본주의의 형성과 특징에 관한 사상가 주장 선지|2-03-01 해설이 '자본주의의 역사적 전개와 특징을 사상가들의 주장을 통해' 다루도록 하고 28예시 Q17 해설도 사상가 주장 자료 탐구를 명시. 직업 윤리 세부는 PARTIAL.|자본주의 영역(정의 영역 키워드로 검색됨)|1
2015_JUNE_Q14|D|JUSTICE|공자|D_OFFTOPIC|-|공자의 극기복례(예)를 묻는 십자말풀이|-|분배 키워드(마르크스 단서) 오탐. 정답이 유교 '예'의 의미로 통합사회 자료와 연결 근거 없음.||1
2015_SEPTEMBER_Q17|D|JUSTICE|-|D_OFFTOPIC|-|민족 형성에 관한 근대주의 vs 원초주의 토론|-|민족 개념 형성론으로 4개 자료의 통합사회 내용과 실질적 연결 없음.||1
2016_CSAT_Q03|D|JUSTICE|하버마스|D_OFFTOPIC|-|유전자 조작과 적극적 우생학의 문제|-|생명 윤리 문항으로 통합사회 정의 영역과 무관.||1
2016_CSAT_Q05|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·범위 비교(싱어 보편적 의무, 롤스 질서정연한 사회 지원, 노직 자유로운 선택)|세계 빈곤 해결을 위한 원조 의무·목적·방식 비교 선지|세계화에 따른 빈부 격차(2-04-01), 세계시민·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03) 원천. PARTIAL.||1
2017_JUNE_Q19|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·범위 비교(싱어 보편적 의무, 롤스 질서정연한 사회 지원, 노직 자유로운 선택)|세계 빈곤 해결을 위한 원조 의무·목적·방식 비교 선지|세계화에 따른 빈부 격차(2-04-01), 세계시민·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03) 원천. PARTIAL.||1
2018_JUNE_Q03|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·범위 비교(싱어 보편적 의무, 롤스 질서정연한 사회 지원, 노직 자유로운 선택)|세계 빈곤 해결을 위한 원조 의무·목적·방식 비교 선지|세계화에 따른 빈부 격차(2-04-01), 세계시민·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03) 원천. PARTIAL.||1
2019_JUNE_Q17|R|AID|싱어;롤스;노직|AID_CORE|P|해외 원조의 근거·범위 비교(싱어 보편적 의무, 롤스 질서정연한 사회 지원, 노직 자유로운 선택)|세계 빈곤 해결을 위한 원조 의무·목적·방식 비교 선지|세계화에 따른 빈부 격차(2-04-01), 세계시민·국제 협력(2-04-02), 세계 인권 문제 해결(2-01-03) 원천. PARTIAL.||1
2021_JUNE_Q07|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2021_SEPTEMBER_Q18|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2022_CSAT_Q10|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2022_JUNE_Q07|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2023_CSAT_Q09|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2023_JUNE_Q09|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2023_SEPTEMBER_Q15|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2024_CSAT_Q14|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2024_JUNE_Q08|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2024_SEPTEMBER_Q15|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2025_CSAT_Q15|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2025_JUNE_Q15|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2025_SEPTEMBER_Q10|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2026_CSAT_Q15|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2026_JUNE_Q19|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2027_JUNE_Q06|R|JUSTICE|롤스;노직|JUS_CORE|F|롤스(원초적 입장·무지의 베일·차등 원칙·기본적 자유) vs 노직(취득·이전·교정, 역사적 원리, 최소국가, 재분배 반대) 정의관 비교|원초적 합의, 차등 원칙, 소유 권리의 근거(자기 노동 결과에 국한되지 않음), 재분배·과세, 최소국가 보기·선지|28예시 Q15(롤스 vs 노직, 벤다이어그램/보기형)와 같은 비교 구조. 2-02-02 자유주의적 정의관·분배적 정의 원천.|롤스·노직 세부(정형적 원리·원칙 서열 등) 포함|1
2022_SEPTEMBER_Q10|R|JUSTICE|마르크스;노직;롤스|JUS_CORE|F|마르크스(필요에 따른 분배)·노직(소유 권리)·롤스(공정으로서의 정의) 분배 정의관 비교|필요에 따른 분배, 최소국가 개입, 사적 소유권 분배 질문|분배적 정의의 기준(필요 등, 2-02-01)과 정의관 비교(2-02-02), 28예시 Q15 원천.|마르크스 세부|1
2022_JUNE_Q12|R|AID|노직;롤스;싱어|AID_CORE|P|해외 원조에 대한 노직(강제 불가)·롤스(질서정연한 사회 지원, 국내 정의 원칙 비적용)·싱어(이익 평등 고려) 비교|원조와 사적 소유권, 원조 목표·중단점 질문|세계 빈곤 해결과 세계시민 역할(2-04-01·2-04-02) 원천. PARTIAL.||1
2023_SEPTEMBER_Q14|D|JUSTICE|-|D_OFFTOPIC|-|카피레프트 운동의 의미(정보 공유)|-|분배 키워드 오탐. 정보 소유권 문항으로 지정 복구 영역(A~H) 밖이며 V4 판정(정보 소유권 근거 부족)을 유지.||1
2025_CSAT_Q08|D|JUSTICE|칼뱅;순자|D_OFFTOPIC|-|칼뱅의 소명 의식과 순자의 예에 따른 직분 구분(직업관)|-|직업 윤리 문항으로 지정 복구 영역 밖이며 4개 자료에 직업관 근거 없음.||1
2026_CSAT_Q08|D|JUSTICE|칼뱅;순자|D_OFFTOPIC|-|칼뱅의 소명 의식과 순자의 예에 따른 직분 구분(직업관)|-|직업 윤리 문항으로 지정 복구 영역 밖이며 4개 자료에 직업관 근거 없음.||1
2025_CSAT_Q12|D|JUSTICE|아도르노|D_OFFTOPIC|-|문화 산업의 획일화·상품화 비판|-|대중문화 비판 이론으로 지정 복구 영역 밖이며 4개 자료 근거 없음.||1
2025_JUNE_Q08|D|JUSTICE|아도르노|D_OFFTOPIC|-|문화 산업의 획일화·상품화 비판|-|대중문화 비판 이론으로 지정 복구 영역 밖이며 4개 자료 근거 없음.||1
2014_CSAT_Q08|R|PEACE|모겐소;현실주의;자유주의;구성주의|PEACE_IR|P|국제 관계를 보는 관점(현실주의: 세력 균형·국익·자력 구제 / 자유주의: 국제법·국제기구·집단 안보 / 구성주의: 규범·정체성)|국제 분쟁 원인과 해결 방식(세력 균형·국제기구·국제법) 선지|국제 사회의 갈등과 협력 사례 분석, 국가·국제기구 등 행위 주체의 역할(2-04-02 해설, 28예시 Q12 국제기구, 최소 성취수준 '국제 사회의 갈등과 협력')의 원천. 이론 명칭 세부는 PARTIAL.|국제 관계 이론 명칭은 공식 문구에 없음|1
2014_SEPTEMBER_Q17|R|PEACE|모겐소;현실주의;자유주의;구성주의|PEACE_IR|P|국제 관계를 보는 관점(현실주의: 세력 균형·국익·자력 구제 / 자유주의: 국제법·국제기구·집단 안보 / 구성주의: 규범·정체성)|국제 분쟁 원인과 해결 방식(세력 균형·국제기구·국제법) 선지|국제 사회의 갈등과 협력 사례 분석, 국가·국제기구 등 행위 주체의 역할(2-04-02 해설, 28예시 Q12 국제기구, 최소 성취수준 '국제 사회의 갈등과 협력')의 원천. 이론 명칭 세부는 PARTIAL.|국제 관계 이론 명칭은 공식 문구에 없음|1
2015_CSAT_Q18|R|PEACE|모겐소;현실주의;자유주의;구성주의|PEACE_IR|P|국제 관계를 보는 관점(현실주의: 세력 균형·국익·자력 구제 / 자유주의: 국제법·국제기구·집단 안보 / 구성주의: 규범·정체성)|국제 분쟁 원인과 해결 방식(세력 균형·국제기구·국제법) 선지|국제 사회의 갈등과 협력 사례 분석, 국가·국제기구 등 행위 주체의 역할(2-04-02 해설, 28예시 Q12 국제기구, 최소 성취수준 '국제 사회의 갈등과 협력')의 원천. 이론 명칭 세부는 PARTIAL.|국제 관계 이론 명칭은 공식 문구에 없음|1
2015_SEPTEMBER_Q15|R|PEACE|현실주의;자유주의;구성주의|PEACE_IR|P|국제 관계를 보는 관점 비교: 현실주의(무정부 상태·국익·세력 균형) vs 자유주의(국제 제도·협력·국제기구) vs 구성주의(정체성·상호작용)|국제 분쟁의 원인과 평화 유지 방식(세력 균형·국제기구·교류 협력) 선지|국제 사회의 갈등과 협력, 국가·국제기구 등 행위 주체의 역할(2-04-02, 28예시 Q12, 최소 성취수준 '국제 사회의 갈등과 협력 사례') 원천. PARTIAL.|국제 관계 이론 명칭은 공식 문구에 없음|1
2016_JUNE_Q12|R|PEACE|현실주의;자유주의;구성주의|PEACE_IR|P|국제 관계를 보는 관점 비교: 현실주의(무정부 상태·국익·세력 균형) vs 자유주의(국제 제도·협력·국제기구) vs 구성주의(정체성·상호작용)|국제 분쟁의 원인과 평화 유지 방식(세력 균형·국제기구·교류 협력) 선지|국제 사회의 갈등과 협력, 국가·국제기구 등 행위 주체의 역할(2-04-02, 28예시 Q12, 최소 성취수준 '국제 사회의 갈등과 협력 사례') 원천. PARTIAL.|국제 관계 이론 명칭은 공식 문구에 없음|1
2021_CSAT_Q14|R|PEACE|현실주의;자유주의;구성주의|PEACE_IR|P|국제 관계를 보는 관점 비교: 현실주의(무정부 상태·국익·세력 균형) vs 자유주의(국제 제도·협력·국제기구) vs 구성주의(정체성·상호작용)|국제 분쟁의 원인과 평화 유지 방식(세력 균형·국제기구·교류 협력) 선지|국제 사회의 갈등과 협력, 국가·국제기구 등 행위 주체의 역할(2-04-02, 28예시 Q12, 최소 성취수준 '국제 사회의 갈등과 협력 사례') 원천. PARTIAL.|국제 관계 이론 명칭은 공식 문구에 없음|1
2021_JUNE_Q18|R|PEACE|현실주의;자유주의;구성주의|PEACE_IR|P|국제 관계를 보는 관점 비교: 현실주의(무정부 상태·국익·세력 균형) vs 자유주의(국제 제도·협력·국제기구) vs 구성주의(정체성·상호작용)|국제 분쟁의 원인과 평화 유지 방식(세력 균형·국제기구·교류 협력) 선지|국제 사회의 갈등과 협력, 국가·국제기구 등 행위 주체의 역할(2-04-02, 28예시 Q12, 최소 성취수준 '국제 사회의 갈등과 협력 사례') 원천. PARTIAL.|국제 관계 이론 명칭은 공식 문구에 없음|1
2022_CSAT_Q04|R|PEACE|모겐소;칸트|PEACE_IR|P|모겐소 현실주의(국제 정치는 권력 투쟁, 세력 균형) vs 칸트 영구 평화론(평화 연맹·공화정체)|국제 평화 유지 방법, 세력 균형과 평화 연맹, 전쟁의 정당화 여부 보기|국제 갈등의 원인과 평화를 위한 협력(국제기구의 원형인 평화 연맹) 원천(2-04-02, 28예시 Q12). PARTIAL.||1
2022_JUNE_Q17|R|PEACE|모겐소;칸트|PEACE_IR|P|모겐소 현실주의(국제 정치는 권력 투쟁, 세력 균형) vs 칸트 영구 평화론(평화 연맹·공화정체)|국제 평화 유지 방법, 세력 균형과 평화 연맹, 전쟁의 정당화 여부 보기|국제 갈등의 원인과 평화를 위한 협력(국제기구의 원형인 평화 연맹) 원천(2-04-02, 28예시 Q12). PARTIAL.||1
2023_CSAT_Q13|R|PEACE|모겐소;칸트|PEACE_IR|P|모겐소 현실주의(국제 정치는 권력 투쟁, 세력 균형) vs 칸트 영구 평화론(평화 연맹·공화정체)|국제 평화 유지 방법, 세력 균형과 평화 연맹, 전쟁의 정당화 여부 보기|국제 갈등의 원인과 평화를 위한 협력(국제기구의 원형인 평화 연맹) 원천(2-04-02, 28예시 Q12). PARTIAL.||1
2016_CSAT_Q17|R|PEACE|칸트|PEACE_KANT|P|칸트 영구 평화론(공화정체·자유로운 국가들의 연방·세계시민법의 보편적 우호, 영구 평화는 의무)|국가 연합(국제기구)에 의한 평화, 세계 정부 부정, 주권 인정 선지|국제 평화를 위한 국제기구·국제 협력과 세계시민(2-04-02) 원천. 확정 조항 세부는 PARTIAL.|칸트 조항 세부|1
2016_SEPTEMBER_Q18|R|PEACE|칸트|PEACE_KANT|P|칸트 영구 평화론(공화정체·자유로운 국가들의 연방·세계시민법의 보편적 우호, 영구 평화는 의무)|국가 연합(국제기구)에 의한 평화, 세계 정부 부정, 주권 인정 선지|국제 평화를 위한 국제기구·국제 협력과 세계시민(2-04-02) 원천. 확정 조항 세부는 PARTIAL.|칸트 조항 세부|1
2022_SEPTEMBER_Q13|R|PEACE|칸트|PEACE_KANT|P|칸트 영구 평화론(공화정체·자유로운 국가들의 연방·세계시민법의 보편적 우호, 영구 평화는 의무)|국가 연합(국제기구)에 의한 평화, 세계 정부 부정, 주권 인정 선지|국제 평화를 위한 국제기구·국제 협력과 세계시민(2-04-02) 원천. 확정 조항 세부는 PARTIAL.|칸트 조항 세부|1
2019_JUNE_Q18|R|PEACE|칸트;갈퉁|PEACE_CORE|F|칸트 영구 평화론(국가 연맹·국제법)과 갈퉁 적극적 평화(직접적·구조적·문화적 폭력 예방) 비교|적극적 평화 실현 방법(편견 극복 교육), 직접적 폭력 제거만으로는 불충분, 폭력 예방 보기|28예시 Q18(갈퉁 폭력 삼각형·적극적 평화)과 2-04-02 해설(소극적·적극적 평화)의 직접 원천.|칸트 측 세부 포함|1
2021_SEPTEMBER_Q20|R|PEACE|칸트;갈퉁|PEACE_CORE|F|칸트 영구 평화론(국가 연맹·국제법)과 갈퉁 적극적 평화(직접적·구조적·문화적 폭력 예방) 비교|적극적 평화 실현 방법(편견 극복 교육), 직접적 폭력 제거만으로는 불충분, 폭력 예방 보기|28예시 Q18(갈퉁 폭력 삼각형·적극적 평화)과 2-04-02 해설(소극적·적극적 평화)의 직접 원천.|칸트 측 세부 포함|1
2018_SEPTEMBER_Q15|R|PEACE|갈퉁;왈처|PEACE_CORE|P|갈퉁 적극적 평화(직접적·구조적·문화적 폭력 해소, 평화적 수단) vs 정의 전쟁론(개시·수행·종결의 정당성)|갈퉁 측 소극적/적극적 평화, 평화적 수단 선지|갈퉁 적극적 평화는 28예시 Q18·2-04-02 해설과 직접 일치. 정의 전쟁론 측은 통합사회 근거가 약해 PARTIAL.|정의 전쟁론 포함|1
2020_SEPTEMBER_Q15|R|PEACE|갈퉁;왈처|PEACE_CORE|P|갈퉁 적극적 평화(직접적·구조적·문화적 폭력 해소, 평화적 수단) vs 정의 전쟁론(개시·수행·종결의 정당성)|갈퉁 측 소극적/적극적 평화, 평화적 수단 선지|갈퉁 적극적 평화는 28예시 Q18·2-04-02 해설과 직접 일치. 정의 전쟁론 측은 통합사회 근거가 약해 PARTIAL.|정의 전쟁론 포함|1
2019_CSAT_Q16|R|PEACE|칸트;왈처|PEACE_KANT|P|칸트 영구 평화론(예비 조항: 내정 불간섭·국가의 인격성, 도덕에 충실한 정치, 적대 행위 중지와 평화의 구별) vs 정의 전쟁론(인도주의적 개입)|영구 평화의 조건, 평화 조약과 평화 상태의 구별 선지|국제 평화 실현 방안(2-04-02)과 세계 인권 문제·개입(2-01-03) 원천. 정의 전쟁론 측 비중으로 PARTIAL.|정의 전쟁론 포함|1
2019_SEPTEMBER_Q18|R|PEACE|칸트;왈처|PEACE_KANT|P|칸트 영구 평화론(예비 조항: 내정 불간섭·국가의 인격성, 도덕에 충실한 정치, 적대 행위 중지와 평화의 구별) vs 정의 전쟁론(인도주의적 개입)|영구 평화의 조건, 평화 조약과 평화 상태의 구별 선지|국제 평화 실현 방안(2-04-02)과 세계 인권 문제·개입(2-01-03) 원천. 정의 전쟁론 측 비중으로 PARTIAL.|정의 전쟁론 포함|1
2020_JUNE_Q17|R|PEACE|칸트;왈처|PEACE_KANT|P|칸트 영구 평화론(예비 조항: 내정 불간섭·국가의 인격성, 도덕에 충실한 정치, 적대 행위 중지와 평화의 구별) vs 정의 전쟁론(인도주의적 개입)|영구 평화의 조건, 평화 조약과 평화 상태의 구별 선지|국제 평화 실현 방안(2-04-02)과 세계 인권 문제·개입(2-01-03) 원천. 정의 전쟁론 측 비중으로 PARTIAL.|정의 전쟁론 포함|1
2020_CSAT_Q03|R|PEACE|모겐소;왈처|PEACE_IR|P|모겐소 현실주의(국익을 위한 권력 투쟁, 강대국의 내정 개입) vs 왈처 인도주의적 개입|국가 간 보편적 도덕 원칙 합의 불가(현실주의) 선지|국제 갈등의 원인을 설명하는 현실주의 관점(2-04-02) 원천. 정의 전쟁론 측 비중으로 PARTIAL.|정의 전쟁론 포함|1
2017_CSAT_Q14|D|PEACE|아퀴나스;왈처|D_JUSTWAR|-|정의 전쟁론(정당한 권위·명분·의도, 개시·수행·종결의 정당성)|-|전쟁의 도덕적 정당화 조건만 다루며 평화 개념(소극/적극)·국제 협력·국제기구와 연결되지 않음. [별책7]·28예시(Q18 선제공격 오답 정도)·최소 성취수준 어디에도 정의 전쟁론 학습 내용 근거 없음.||1
2017_SEPTEMBER_Q07|D|PEACE|아퀴나스;왈처|D_JUSTWAR|-|정의 전쟁론(정당한 권위·명분·의도, 개시·수행·종결의 정당성)|-|전쟁의 도덕적 정당화 조건만 다루며 평화 개념(소극/적극)·국제 협력·국제기구와 연결되지 않음. [별책7]·28예시(Q18 선제공격 오답 정도)·최소 성취수준 어디에도 정의 전쟁론 학습 내용 근거 없음.||1
2018_CSAT_Q07|D|PEACE|아퀴나스;왈처|D_JUSTWAR|-|정의 전쟁론(정당한 권위·명분·의도, 개시·수행·종결의 정당성)|-|전쟁의 도덕적 정당화 조건만 다루며 평화 개념(소극/적극)·국제 협력·국제기구와 연결되지 않음. [별책7]·28예시(Q18 선제공격 오답 정도)·최소 성취수준 어디에도 정의 전쟁론 학습 내용 근거 없음.||1
2018_JUNE_Q17|D|PEACE|칸트;클라우제비츠;아퀴나스|D_JUSTWAR|-|항구적 평화 조약·전쟁은 정치의 연속·정의 전쟁 비교(정답: 자국 방어 전쟁 허용)|-|정답과 대부분 선지가 전쟁관·정의 전쟁론이며 칸트 측은 평화 조약 한 문장뿐이라 통합사회 평화 원천으로서 실질 가치가 약함.||1
2016_JUNE_Q19|D|PEACE|하버마스|D_OFFTOPIC|-|의사소통적 이성과 공론장에 의한 과학기술 정책 수립|-|'세력 균형' 선지 키워드 오탐. 담론 윤리로 지정 영역 밖.||1
